"","CandidateId","Survey.Label","survey_date_month","Booking.Date","working","english_mark","maths_mark","maths_lit_mark","CFT_answer_ODS","COM_answer_ODS"
"93",113271,"Employment Journey Survey 6",2016.75,"2014-12-09","Yes",44,NA,NA,"6",NA
"94",113382,"Employment Journey Survey 1",2015.66666666667,NA,"No",69,NA,NA,"6",4
"95",113486,"Employment Journey Survey 2",2017.16666666667,"2016-11-17","Yes",49,36,NA,"6",5
"96",113942,"Employment Journey Survey 6",2017.33333333333,"2017-05-10","No",60,33,NA,"6",6
"97",114311,"Employment Journey Survey 2",2015.41666666667,NA,"No",62,45,NA,NA,NA
"98",114311,"Employment Journey Survey 3",2015.75,NA,"No",62,45,NA,NA,NA
"99",114311,"Employment Journey Survey 4",2016.08333333333,NA,"No",62,45,NA,NA,NA
"100",114311,"Employment Journey Survey 5",2016.41666666667,NA,"No",62,45,NA,NA,NA
"101",114311,"Employment Journey Survey 6",2016.75,"2015-12-01","No",62,45,NA,NA,NA
"102",114696,"Employment Journey Survey 1",2015.83333333333,NA,"No",75,NA,60,"5",NA
"103",115001,"Employment Journey Survey 1",2017.33333333333,"2017-01-11","No",58,NA,NA,"7",NA
"104",115310,"Employment Journey Survey 2",2017.25,"2016-08-04","No",49,NA,NA,"7",6
"105",117546,"Employment Journey Survey 2",2017.08333333333,"2016-10-04","No",33,NA,NA,"7",5
"106",119394,"Employment Journey Survey 4",2016.83333333333,"2016-11-22","No",48,NA,NA,"3",4
"107",120320,"Employment Journey Survey 1",2015.16666666667,NA,"Yes",59,51,NA,"9",NA
"108",120320,"Employment Journey Survey 3",2015.75,NA,"Yes",59,51,NA,"9",NA
"109",121284,"Employment Journey Survey 2",2016.75,"2016-03-02","Yes",47,NA,49,"7",NA
"110",121284,"Employment Journey Survey 3",2017.08333333333,"2016-03-02","Yes",47,NA,49,"7",NA
"111",121553,"Employment Journey Survey 1",2017.41666666667,"2017-02-13","No",48,14,NA,"5",NA
"112",124045,"Employment Journey Survey 1",2016.41666666667,NA,"No",48,NA,59,"5",NA
"113",124490,"Employment Journey Survey 1",2015.66666666667,NA,"Yes",57,35,NA,"5",7
"114",124490,"Employment Journey Survey 2",2016,NA,"Yes",57,35,NA,"5",7
"115",124490,"Employment Journey Survey 4",2016.66666666667,"2015-06-12","Yes",57,35,NA,"5",7
"116",124490,"Employment Journey Survey 5",2017,"2015-06-12","Yes",57,35,NA,"5",7
"117",124490,"Employment Journey Survey 6",2017.33333333333,"2015-06-12","Yes",57,35,NA,"5",7
"118",124674,"Employment Journey Survey 1",2015.83333333333,NA,"Yes",59,NA,NA,"5",NA
"119",125680,"Employment Journey Survey 1",2015.08333333333,NA,"No",45,NA,47,NA,NA
"120",128605,"Employment Journey Survey 1",2015.08333333333,NA,"No",40,NA,45,"7",4
"121",128605,"Employment Journey Survey 2",2015.5,NA,"No",40,NA,45,"7",4
"122",128605,"Employment Journey Survey 3",2015.75,NA,"No",40,NA,45,"7",4
"123",128605,"Employment Journey Survey 6",2016.75,"2014-11-19","Yes",40,NA,45,"7",4
"124",129554,"Employment Journey Survey 1",2016,NA,"No",40,NA,40,"5",2
"125",129554,"Employment Journey Survey 2",2016.33333333333,NA,"No",40,NA,40,"5",2
"126",130662,"Employment Journey Survey 1",2017.16666666667,"2016-11-28","No",48,NA,65,"8",NA
"127",130702,"Employment Journey Survey 1",2016.41666666667,NA,"No",47,NA,55,"5",NA
"128",131438,"Employment Journey Survey 1",2015.08333333333,NA,"No",68,30,NA,"7",NA
"129",131438,"Employment Journey Survey 2",2015.5,NA,"Yes",68,30,NA,"7",NA
"130",131438,"Employment Journey Survey 3",2015.75,NA,"Yes",68,30,NA,"7",NA
"131",131438,"Employment Journey Survey 4",2016.16666666667,NA,"No",68,30,NA,"7",NA
"132",131438,"Employment Journey Survey 5",2016.41666666667,NA,"Yes",68,30,NA,"7",NA
"133",131801,"Employment Journey Survey 3",2016.16666666667,NA,"Yes",45,45,NA,"2",7
"134",131801,"Employment Journey Survey 4",2016.5,NA,"Yes",45,45,NA,"2",7
"135",131801,"Employment Journey Survey 5",2016.83333333333,"2015-04-29","Yes",45,45,NA,"2",7
"136",132939,"Employment Journey Survey 1",2015.25,NA,"No",43,NA,43,"6",NA
"137",132939,"Employment Journey Survey 2",2015.58333333333,NA,"No",43,NA,43,"6",NA
"138",132939,"Employment Journey Survey 3",2015.91666666667,NA,"No",43,NA,43,"6",NA
"139",132939,"Employment Journey Survey 6",2016.83333333333,"2015-09-04","No",43,NA,43,"6",NA
"140",133712,"Employment Journey Survey 1",2015.58333333333,NA,"No",70,34,NA,"8",10
"141",133712,"Employment Journey Survey 1",2015.58333333333,NA,"No",70,34,NA,"8",10
"142",134014,"Employment Journey Survey 1",2015.91666666667,NA,"No",43,NA,45,"4",NA
"143",134143,"Employment Journey Survey 5",2016.83333333333,"2015-07-29","Yes",43,33,NA,"5",5
"144",134337,"Employment Journey Survey 1",2015.75,NA,"No",37,44,NA,"5",NA
"145",135275,"Employment Journey Survey 2",2016.16666666667,NA,"Yes",66,28,NA,"5",NA
"146",137316,"Employment Journey Survey 1",2015.08333333333,NA,"No",53,43,NA,"7",NA
"147",137316,"Employment Journey Survey 1",2015.08333333333,NA,"No",53,43,NA,"7",NA
"148",137316,"Employment Journey Survey 2",2015.41666666667,NA,"No",53,43,NA,"7",NA
"149",137316,"Employment Journey Survey 2",2015.41666666667,NA,"No",53,43,NA,"7",NA
"150",137316,"Employment Journey Survey 4",2016.08333333333,NA,"Yes",53,43,NA,"7",NA
"151",137316,"Employment Journey Survey 4",2016.08333333333,NA,"Yes",53,43,NA,"7",NA
"152",138286,"Employment Journey Survey 2",2016.25,NA,"No",41,NA,NA,"3",2
"153",138286,"Employment Journey Survey 3",2016.58333333333,NA,"No",41,NA,NA,"3",2
"154",138286,"Employment Journey Survey 4",2016.91666666667,"2015-09-18","No",41,NA,NA,"3",2
"155",138662,"Employment Journey Survey 1",2017,"2016-09-20","No",57,NA,NA,"9",8
"156",138662,"Employment Journey Survey 2",2017.33333333333,"2016-09-20","No",57,NA,NA,"9",8
"157",138870,"Employment Journey Survey 2",2017.08333333333,"2016-06-15","No",50,NA,49,"5",NA
"158",139901,"Employment Journey Survey 1",2015.16666666667,NA,"No",50,NA,NA,"10",NA
"159",140546,"Employment Journey Survey 1",2016.66666666667,"2016-05-21","Yes",62,NA,79,NA,NA
"160",141188,"Employment Journey Survey 1",2016.08333333333,NA,"No",51,13,NA,"6",8
"161",141188,"Employment Journey Survey 2",2016.41666666667,NA,"No",51,13,NA,"6",8
"162",144700,"Employment Journey Survey 1",2015.83333333333,NA,"No",42,62,NA,"7",6
"163",144700,"Employment Journey Survey 4",2016.83333333333,"2015-08-19","No",42,62,NA,"7",6
"164",144700,"Employment Journey Survey 5",2017.16666666667,"2015-08-19","No",42,62,NA,"7",6
"165",144759,"Employment Journey Survey 1",2015.66666666667,NA,"No",62,NA,61,"6",6
"166",144759,"Employment Journey Survey 2",2016,NA,"No",62,NA,61,"6",6
"167",144759,"Employment Journey Survey 3",2016.25,NA,"No",62,NA,61,"6",6
"168",145988,"Employment Journey Survey 1",2015.91666666667,NA,"No",53,NA,46,"2",4
"169",145988,"Employment Journey Survey 2",2016.16666666667,NA,"No",53,NA,46,"2",4
"170",145988,"Employment Journey Survey 3",2016.5,NA,"No",53,NA,46,"2",4
"171",145988,"Employment Journey Survey 4",2016.83333333333,"2015-08-17","Yes",53,NA,46,"2",4
"172",145988,"Employment Journey Survey 5",2017.16666666667,"2015-08-17","Yes",53,NA,46,"2",4
"173",146264,"Employment Journey Survey 2",2015.66666666667,NA,"No",50,NA,NA,NA,6
"174",146264,"Employment Journey Survey 2",2015.75,NA,"No",50,NA,NA,NA,6
"175",146264,"Employment Journey Survey 3",2016,NA,"No",50,NA,NA,NA,6
"176",146689,"Employment Journey Survey 1",2015.08333333333,NA,"No",52,NA,NA,"6",6
"177",146689,"Employment Journey Survey 1",2015.16666666667,NA,"No",52,NA,NA,"6",6
"178",146689,"Employment Journey Survey 2",2015.5,NA,"No",52,NA,NA,"6",6
"179",147806,"Employment Journey Survey 1",2015.83333333333,NA,"No",38,NA,53,"4",NA
"180",148136,"Employment Journey Survey 1",2017,"2016-10-21","No",46,20,NA,"4",NA
"181",148308,"Employment Journey Survey 1",2016.16666666667,NA,"No",50,NA,44,"7",4
"182",148695,"Employment Journey Survey 1",2015.16666666667,NA,"No",59,NA,57,"6",9
"183",148860,"Employment Journey Survey 1",2015.16666666667,NA,"No",69,NA,NA,"5",7
"184",148860,"Employment Journey Survey 2",2015.58333333333,NA,"Yes",69,NA,NA,"5",7
"185",148860,"Employment Journey Survey 4",2016.16666666667,NA,"No",69,NA,NA,"5",7
"186",150652,"Employment Journey Survey 1",2015.41666666667,NA,"No",33,NA,NA,"4",NA
"187",150652,"Employment Journey Survey 2",2015.75,NA,"No",33,NA,NA,"4",NA
"188",151291,"Employment Journey Survey 2",2017.33333333333,"2017-05-16","No",52,NA,NA,"5",NA
"189",151524,"Employment Journey Survey 1",2015.91666666667,NA,"No",50,NA,38,"4",NA
"190",152873,"Employment Journey Survey 3",2016.33333333333,NA,"No",40,NA,NA,"3",NA
"191",153198,"Employment Journey Survey 2",2017.41666666667,"2016-10-19","No",39,NA,NA,"4",NA
"192",153295,"Employment Journey Survey 1",2015.25,NA,"No",65,21,NA,"4",NA
"193",153295,"Employment Journey Survey 2",2015.58333333333,NA,"Yes",65,21,NA,"4",NA
"194",153295,"Employment Journey Survey 3",2015.91666666667,NA,"Yes",65,21,NA,"4",NA
"195",153430,"Employment Journey Survey 3",2016.16666666667,NA,"Yes",71,63,NA,NA,NA
"196",153430,"Employment Journey Survey 4",2016.5,NA,"Yes",71,63,NA,NA,NA
"197",154137,"Employment Journey Survey 1",2015.91666666667,NA,"No",52,NA,44,"7",NA
"198",154411,"Employment Journey Survey 1",2015.16666666667,NA,"Yes",30,NA,63,"7",4
"199",154411,"Employment Journey Survey 1",2015.16666666667,NA,"Yes",30,NA,63,"7",4
"200",154411,"Employment Journey Survey 1",2015.16666666667,NA,"Yes",30,NA,63,"7",4
"201",154411,"Employment Journey Survey 1",2015.16666666667,NA,"Yes",30,NA,63,"7",4
"202",154411,"Employment Journey Survey 1",2015.16666666667,NA,"Yes",30,NA,63,"7",4
"203",154411,"Employment Journey Survey 1",2015.16666666667,NA,"Yes",30,NA,63,"7",4
"204",154411,"Employment Journey Survey 1",2015.16666666667,NA,"Yes",30,NA,63,"7",4
"205",154411,"Employment Journey Survey 1",2015.16666666667,NA,"Yes",30,NA,63,"7",4
"206",154411,"Employment Journey Survey 2",2015.5,NA,"Yes",30,NA,63,"7",4
"207",154411,"Employment Journey Survey 2",2015.5,NA,"Yes",30,NA,63,"7",4
"208",154411,"Employment Journey Survey 2",2015.5,NA,"Yes",30,NA,63,"7",4
"209",154411,"Employment Journey Survey 2",2015.5,NA,"Yes",30,NA,63,"7",4
"210",154411,"Employment Journey Survey 2",2015.5,NA,"Yes",30,NA,63,"7",4
"211",154411,"Employment Journey Survey 3",2015.83333333333,NA,"Yes",30,NA,63,"7",4
"212",154411,"Employment Journey Survey 4",2016.16666666667,NA,"Yes",30,NA,63,"7",4
"213",154411,"Employment Journey Survey 4",2016.16666666667,NA,"Yes",30,NA,63,"7",4
"214",154411,"Employment Journey Survey 4",2016.16666666667,NA,"Yes",30,NA,63,"7",4
"215",154411,"Employment Journey Survey 5",2016.5,NA,"Yes",30,NA,63,"7",4
"216",154411,"Employment Journey Survey 5",2016.5,NA,"Yes",30,NA,63,"7",4
"217",154411,"Employment Journey Survey 5",2016.5,NA,"Yes",30,NA,63,"7",4
"218",154411,"Employment Journey Survey 5",2016.5,NA,"Yes",30,NA,63,"7",4
"219",154411,"Employment Journey Survey 5",2016.5,NA,"Yes",30,NA,63,"7",4
"220",154411,"Employment Journey Survey 5",2016.5,NA,"Yes",30,NA,63,"7",4
"221",154411,"Employment Journey Survey 5",2016.5,NA,"Yes",30,NA,63,"7",4
"222",154411,"Employment Journey Survey 5",2016.5,NA,"Yes",30,NA,63,"7",4
"223",154411,"Employment Journey Survey 5",2016.5,NA,"Yes",30,NA,63,"7",4
"224",154411,"Employment Journey Survey 5",2016.5,NA,"Yes",30,NA,63,"7",4
"225",154411,"Employment Journey Survey 5",2016.5,NA,"Yes",30,NA,63,"7",4
"226",154411,"Employment Journey Survey 6",2016.83333333333,"2015-01-05","Yes",30,NA,63,"7",4
"227",154411,"Employment Journey Survey 6",2016.83333333333,"2015-01-05","Yes",30,NA,63,"7",4
"228",154411,"Employment Journey Survey 6",2016.83333333333,"2015-01-05","Yes",30,NA,63,"7",4
"229",154411,"Employment Journey Survey 6",2016.83333333333,"2015-01-05","Yes",30,NA,63,"7",4
"230",154411,"Employment Journey Survey 6",2016.83333333333,"2015-01-05","Yes",30,NA,63,"7",4
"231",154411,"Employment Journey Survey 6",2016.83333333333,"2015-01-05","Yes",30,NA,63,"7",4
"232",154411,"Employment Journey Survey 6",2016.83333333333,"2015-01-05","Yes",30,NA,63,"7",4
"233",154411,"Employment Journey Survey 6",2016.83333333333,"2015-01-05","Yes",30,NA,63,"7",4
"234",154411,"Employment Journey Survey 6",2016.83333333333,"2015-01-05","Yes",30,NA,63,"7",4
"235",154411,"Employment Journey Survey 6",2016.83333333333,"2015-01-05","Yes",30,NA,63,"7",4
"236",154411,"Employment Journey Survey 6",2016.83333333333,"2015-01-05","Yes",30,NA,63,"7",4
"237",154913,"Employment Journey Survey 1",2015.58333333333,NA,"No",61,50,NA,NA,NA
"238",154913,"Employment Journey Survey 2",2015.91666666667,NA,"No",61,50,NA,NA,NA
"239",154913,"Employment Journey Survey 3",2016.25,NA,"No",61,50,NA,NA,NA
"240",154913,"Employment Journey Survey 4",2016.58333333333,NA,"No",61,50,NA,NA,NA
"241",154913,"Employment Journey Survey 6",2017.25,"2015-09-21","No",61,50,NA,NA,NA
"242",155514,"Employment Journey Survey 1",2015.41666666667,NA,"No",50,NA,NA,"4",NA
"243",155514,"Employment Journey Survey 5",2016.75,"2015-08-19","No",50,NA,NA,"4",NA
"244",155514,"Employment Journey Survey 6",2017.08333333333,"2015-08-19","No",50,NA,NA,"4",NA
"245",155674,"Employment Journey Survey 4",2016.66666666667,"2015-05-25","No",43,21,NA,"6",NA
"246",155775,"Employment Journey Survey 1",2015.41666666667,NA,"No",54,NA,68,"6",NA
"247",155775,"Employment Journey Survey 2",2015.75,NA,"No",54,NA,68,"6",NA
"248",155775,"Employment Journey Survey 4",2016.41666666667,NA,"No",54,NA,68,"6",NA
"249",155915,"Employment Journey Survey 4",2016.83333333333,"2016-07-18","No",62,66,NA,"8",5
"250",155915,"Employment Journey Survey 4",2016.83333333333,"2016-07-18","No",62,66,NA,"8",5
"251",155915,"Employment Journey Survey 5",2017.08333333333,"2016-07-18","Yes",62,66,NA,"8",5
"252",155915,"Employment Journey Survey 5",2017.08333333333,"2016-07-18","Yes",62,66,NA,"8",5
"253",156081,"Employment Journey Survey 1",2017.08333333333,"2016-10-17","No",52,28,NA,"5",6
"254",156606,"Employment Journey Survey 5",2017.16666666667,"2015-09-07","Yes",55,41,NA,"8",NA
"255",156685,"Employment Journey Survey 3",2016.75,"2015-11-09","Yes",66,74,NA,"7",8
"256",156685,"Employment Journey Survey 3",2016.83333333333,"2015-11-09","Yes",66,74,NA,"7",8
"257",160506,"Employment Journey Survey 1",2017.08333333333,"2016-10-17","No",70,23,NA,"7",8
"258",160506,"Employment Journey Survey 1",2017.08333333333,"2016-10-17","No",70,23,NA,"7",8
"259",160506,"Employment Journey Survey 2",2017.41666666667,"2016-10-17","No",70,23,NA,"7",8
"260",160506,"Employment Journey Survey 2",2017.41666666667,"2016-10-17","No",70,23,NA,"7",8
"261",160684,"Employment Journey Survey 1",2015.5,NA,"No",39,NA,NA,"4",NA
"262",161356,"Employment Journey Survey 1",2015.25,NA,"No",45,NA,NA,"7",4
"263",161356,"Employment Journey Survey 2",2015.58333333333,NA,"No",45,NA,NA,"7",4
"264",161356,"Employment Journey Survey 3",2015.91666666667,NA,"No",45,NA,NA,"7",4
"265",161356,"Employment Journey Survey 4",2016.25,NA,"No",45,NA,NA,"7",4
"266",161435,"Employment Journey Survey 1",2016,NA,"No",71,NA,NA,"6",NA
"267",161435,"Employment Journey Survey 2",2016.33333333333,NA,"No",71,NA,NA,"6",NA
"268",162038,"Employment Journey Survey 2",2017.08333333333,"2016-07-02","Yes",49,20,NA,"6",NA
"269",162038,"Employment Journey Survey 3",2017.41666666667,"2017-07-03","No",49,20,NA,"6",NA
"270",162204,"Employment Journey Survey 6",2017,"2015-05-19","No",54,25,NA,"4",5
"271",162212,"Employment Journey Survey 6",2017.16666666667,"2015-03-26","No",53,44,NA,"9",9
"272",162372,"Employment Journey Survey 1",2015.08333333333,NA,"Yes",52,NA,48,"4",NA
"273",162464,"Employment Journey Survey 3",2016.75,"2015-12-02","No",56,NA,48,"6",NA
"274",162464,"Employment Journey Survey 4",2017.08333333333,"2015-12-02","No",56,NA,48,"6",NA
"275",162844,"Employment Journey Survey 1",2015.75,NA,"Yes",60,NA,NA,"7",NA
"276",162844,"Employment Journey Survey 4",2016.75,"2016-02-02","Yes",60,NA,NA,"7",NA
"277",163565,"Employment Journey Survey 1",2015.25,NA,"No",50,NA,66,"8",NA
"278",163565,"Employment Journey Survey 2",2015.58333333333,NA,"No",50,NA,66,"8",NA
"279",163565,"Employment Journey Survey 3",2015.91666666667,NA,"Yes",50,NA,66,"8",NA
"280",163899,"Employment Journey Survey 1",2017.16666666667,"2016-11-21","No",54,29,NA,"6",7
"281",163960,"Employment Journey Survey 2",2015.5,NA,"No",57,NA,NA,"5",NA
"282",164489,"Employment Journey Survey 2",2016.5,NA,"Yes",49,29,NA,"8",6
"283",164489,"Employment Journey Survey 3",2016.91666666667,"2016-01-08","Yes",49,29,NA,"8",6
"284",164489,"Employment Journey Survey 4",2017.16666666667,"2016-01-08","Yes",49,29,NA,"8",6
"285",164649,"Employment Journey Survey 1",2015.33333333333,NA,"No",60,80,NA,"9",6
"286",164649,"Employment Journey Survey 2",2015.66666666667,NA,"Yes",60,80,NA,"9",6
"287",164649,"Employment Journey Survey 2",2015.75,NA,"Yes",60,80,NA,"9",6
"288",164649,"Employment Journey Survey 5",2016.75,"2015-01-29","No",60,80,NA,"9",6
"289",164831,"Employment Journey Survey 1",2015.5,NA,"No",50,NA,53,"6",6
"290",164831,"Employment Journey Survey 2",2015.83333333333,NA,"No",50,NA,53,"6",6
"291",164831,"Employment Journey Survey 3",2016.25,NA,"Yes",50,NA,53,"6",6
"292",164831,"Employment Journey Survey 4",2016.5,NA,"Yes",50,NA,53,"6",6
"293",164831,"Employment Journey Survey 5",2016.91666666667,"2015-07-10","Yes",50,NA,53,"6",6
"294",164831,"Employment Journey Survey 6",2017.16666666667,"2015-07-10","Yes",50,NA,53,"6",6
"295",165178,"Employment Journey Survey 1",2016.75,"2016-06-15","Yes",64,31,NA,"7",8
